doc_id,url,title,doc_len
14,https://travel.kompas.com/read/2025/11/17/123100327/pemesanan-tiket-bus-secara-online-di-indonesia-baru-capai-50-persen-,Pemesanan Tiket Bus Secara Online di Indonesia Baru Capai 50 Persen,432
15,https://travel.kompas.com/read/2025/11/17/120100027/73-kapal-pesiar-mewah-akan-singgah-di-pelabuhan-benoa-pada-2026,73 Kapal Pesiar Mewah Akan Singgah di pelabuhan Benoa pada 2026,338
16,https://travel.kompas.com/read/2025/11/17/090900127/mau-urus-visa-ke-korea-selatan-segini-biayanya,Mau Urus Visa ke Korea Selatan? Segini Biayanya,229
17,https://travel.kompas.com/read/2025/11/04/070700427/betulkah-jalur-kereta-purwokerto-wonosobo-akan-direaktivasi-,Betulkah Jalur Kereta Purwokerto - Wonosobo Akan Direaktivasi?,472
18,https://travel.kompas.com/read/2025/10/16/211806927/7-tahun-berturut-turut-bali-jadi-destinasi-paling-romantis-di-asia-2025,"7 Tahun Berturut-turut, Bali Jadi Destinasi Paling Romantis di Asia 2025",400
19,https://travel.kompas.com/read/2025/10/10/120100927/kunjungan-wisman-januari-agustus-2025-tembus-10-juta-tertinggi-sejak-pandemi,"Kunjungan Wisman Januari–Agustus 2025 Tembus 10 Juta, Tertinggi Sejak Pandemi",431
20,https://travel.kompas.com/read/2025/11/03/175254527/saat-bromo-tak-sekadar-menawarkan-pemandangan-tapi-juga-cerita-hidup,"Saat Bromo Tak Sekadar Menawarkan Pemandangan, tapi Juga Cerita Hidup",898
21,https://travel.kompas.com/read/2025/10/19/200800827/serunya-wisata-air-bendungan-selorejo-di-malang-ada-stand-up-paddle-dan-kano,"Serunya Wisata Air Bendungan Selorejo di Malang, Ada Stand Up Paddle dan Kano",426
22,https://travel.kompas.com/read/2025/10/23/090900527/sumber-air-panas-belerang-ternyata-ada-di-jatiyoso-karanganyar,"Sumber Air Panas Belerang Ternyata Ada di Jatiyoso, Karanganyar",420
23,https://travel.kompas.com/read/2025/11/02/070000027/rekomendasi-hotel-dekat-bandara-yia-yogyakarta-jaraknya-tak-sampai-5km-,"Rekomendasi Hotel Dekat Bandara YIA Yogyakarta, Jaraknya Tak sampai 5Km!",358
24,https://travel.kompas.com/read/2025/10/21/104037727/novotel-pontianak-convention-centre-hadir-di-kalbar-ada-194-kamar,"Novotel Pontianak Convention Centre Hadir di Kalbar, Ada 194 Kamar",372
25,https://travel.kompas.com/read/2025/10/16/152903327/nginep-di-pik-2-mahal-hotel-baru-ini-tawarkan-tarif-mulai-rp-599000,Nginep di PIK 2 Mahal? Hotel Baru Ini Tawarkan Tarif Mulai Rp 599.000,532
26,https://travel.kompas.com/read/2025/10/23/190700127/tips-ampuh-dapat-cerah-di-kalitalang-gunung-merapi-bisa-dari-layar-hp,"Tips Ampuh Dapat Cerah di Kalitalang Gunung Merapi, Bisa dari Layar HP",249
27,https://travel.kompas.com/read/2025/10/16/182555927/hutan-kota-srengseng-tempat-healing-murah-meriah-di-jakarta-barat,"Hutan Kota Srengseng, Tempat Healing Murah Meriah di Jakarta Barat",419
28,https://travel.kompas.com/read/2025/11/17/070700927/taman-bendera-pusaka-di-jakarta-dibuka-2026-gabungan-3-taman-di-kawasan-blok,"Taman Bendera Pusaka di Jakarta Dibuka 2026, Gabungan 3 Taman di Kawasan Blok M",332
29,https://travel.kompas.com/read/2025/11/17/050500227/intip-isi-mini-museum-krl-jalita-wisata-edukasi-sambil-bernostalgia,"Intip Isi Mini Museum KRL Jalita, Wisata Edukasi Sambil Bernostalgia",451
30,https://travel.kompas.com/read/2025/11/16/200800427/fairview-hotel-by-artotel-buka-di-jakarta-selatan-sejengkal-dari-pondok-indah,"Fairview Hotel by Artotel Buka di Jakarta Selatan, Sejengkal dari Pondok Indah Mall",684
31,https://travel.kompas.com/read/2025/11/16/190700827/pramono-siapkan-wajah-baru-jalan-rasuna-said-usai-bongkar-tiang-monorel-tahun,Pramono Siapkan Wajah Baru Jalan Rasuna Said Usai Bongkar Tiang Monorel Tahun Depan,388
32,https://travel.kompas.com/read/2025/11/16/180722227/pramono-kebut-fasilitas-publik-turis-bisa-makin-mudah-kelilingjakarta,"Pramono Kebut Fasilitas Publik, Turis Bisa Makin Mudah Keliling Jakarta",499
33,https://travel.kompas.com/read/2025/11/16/150300627/karimunjawa-strikefest-2025-meriahnya-festival-memancing-kelas-internasional,"Karimunjawa StrikeFest 2025, Meriahnya Festival Memancing kelas Internasional",270
34,https://travel.kompas.com/read/2025/11/16/120100227/gratis-ini-cara-berkunjung-ke-mini-museum-krl-di-stasiun-jakarta-kota,"Gratis, Ini Cara Berkunjung ke Mini Museum KRL di Stasiun Jakarta Kota",428
35,https://travel.kompas.com/read/2025/11/16/111100827/sayonara-krl-jalita-8500-krl-impor-pertama-dari-jepang-resmi-pensiun,"Sayonara KRL Jalita 8500, KRL Impor Pertama dari Jepang Resmi Pensiun",447
36,https://travel.kompas.com/read/2025/11/16/055014027/jangan-kecele-benteng-pendem-ambarawa-tutup-lebih-awal-pada-16-november-2025,"Jangan Kecele, Benteng Pendem Ambarawa Tutup Lebih Awal pada 16 November 2025",319
37,https://travel.kompas.com/read/2025/11/15/181518327/rute-ke-benteng-pendem-ambarawa-jangan-pakai-google-maps,"Rute ke Benteng Pendem Ambarawa, Jangan Pakai Google Maps",312
38,https://travel.kompas.com/read/2025/11/15/212732027/gratis-wisata-ke-benteng-pendem-ambarawa-sampai-17-november-2025,Gratis Wisata ke Benteng Pendem Ambarawa sampai 17 November 2025,292
39,https://travel.kompas.com/read/2025/11/15/095704927/wisata-keraton-solo-tutup-sementara-momen-pergantian-raja,"Wisata Keraton Solo Tutup Sementara, Momen Pergantian Raja",201
40,http://travel.kompas.com/read/2025/11/15/142706127/tempat-bermain-dart-terbaru-di-jakarta-harganya-mulai-rp-75000,"Tempat Bermain Dart Terbaru di Jakarta, Harganya Mulai Rp 75.000",485
41,http://travel.kompas.com/read/2025/11/16/090900127/jadi-pertama-kali-mini-museum-krl-hadir-di-stasiun-jakarta-kota,"Jadi Pertama Kali, Mini Museum KRL Hadir di Stasiun Jakarta Kota",535
42,http://travel.kompas.com/read/2025/11/14/080000827/harga-tiket-masuk-cibugary-farm-2025-bisa-perah-susu-sapi-di-jakarta,"Harga Tiket Masuk Cibugary Farm 2025, Bisa Perah Susu Sapi di Jakarta",419
43,http://travel.kompas.com/read/2025/11/13/160400127/unik-ada-wisata-perah-susu-sapi-di-tengah-kota-jakarta,"Unik, Ada Wisata Perah Susu Sapi di Tengah Kota Jakarta",582
44,http://travel.kompas.com/read/2025/11/12/145009827/jadwal-super-air-jet-jakarta-kediri-pp-gratis-masuk-wisata-trenggalek,"Jadwal Super Air Jet Jakarta-Kediri PP, Gratis Masuk Wisata Trenggalek",519
45,https://travel.kompas.com/read/2025/11/16/140321827/126-turis-dari-selandia-baru-mendarat-di-yia-naik-pesawat-besar-airbus-a330,"126 Turis Selandia Baru Mendarat di Yogyakarta, Ada Agenda Apa?",538
46,https://travel.kompas.com/read/2025/11/09/190100427/setelah-100-tahun-taman-di-kota-terlarang-china-akhirnya-dibuka-untuk-umum,"Setelah 100 Tahun, Taman di Kota Terlarang China Akhirnya Dibuka untuk Umum, Apa Istimewanya?",394
47,https://travel.kompas.com/read/2025/11/16/090900127/jadi-pertama-kali-mini-museum-krl-hadir-di-stasiun-jakarta-kota,"Jadi Pertama Kali, Mini Museum KRL Hadir di Stasiun Jakarta Kota",535
48,https://travel.kompas.com/read/2025/11/09/164532327/10-negara-paling-ramai-dikunjungi-turis-nomor-satu-bukan-jepang,"10 Negara Paling Ramai Dikunjungi Turis, Nomor Satu Bukan Jepang!",440
49,http://travel.kompas.com/read/2025/11/16/180722227/pramono-kebut-fasilitas-publik-turis-bisa-makin-mudah-kelilingjakarta,"Pramono Kebut Fasilitas Publik, Turis Bisa Makin Mudah Keliling Jakarta",499
50,http://travel.kompas.com/read/2025/11/16/120100227/gratis-ini-cara-berkunjung-ke-mini-museum-krl-di-stasiun-jakarta-kota,"Gratis, Ini Cara Berkunjung ke Mini Museum KRL di Stasiun Jakarta Kota",428
51,http://travel.kompas.com/read/2025/11/14/153030627/awas-macet-saat-kunjungan-raja-yordania-ada-penutupan-8-jalan-utama-jakarta,"Awas Macet Saat Kunjungan Raja Yordania, Ada Penutupan 8 Jalan Utama Jakarta",296
52,https://travel.kompas.com/read/2025/10/09/155923027/kenapa-tidak-ada-jam-dinding-di-kamar-hotel-ini-penjelasannya,Kenapa Tidak Ada Jam Dinding di Kamar Hotel? Ini Penjelasannya!,345
53,https://travel.kompas.com/read/2025/11/14/190000327/hotel-bintang-empat-four-point-by-sheraton-buka-di-pontianak,Hotel Bintang Empat Four Point by Sheraton Buka di Pontianak,478
54,https://travel.kompas.com/read/2025/11/14/070000527/ada-view-pantai-ini-pilihan-hotel-dekat-bandara-minangkabau,"Ada View Pantai, Ini Pilihan Hotel Dekat Bandara Minangkabau",409
55,https://travel.kompas.com/read/2025/11/13/150300627/jogja-game-festival-2025-saat-esport-hingga-catur-jadi-magnet-wisata,"Jogja Game Festival 2025, Saat Esport hingga Catur Jadi Magnet Wisata",510
56,https://travel.kompas.com/read/2025/11/08/173219727/10-hotel-dekat-simpang-lima-semarang-bisa-ditempuh-jalan-kaki,"10 Hotel Dekat Simpang Lima Semarang, Bisa Ditempuh Jalan Kaki!",640
57,https://travel.kompas.com/read/2025/11/08/124426327/biar-tak-kena-tipu-begini-tips-aman-cari-hotel-murah-di-vietnam,"Biar Tak Kena Tipu, Begini Tips Aman Cari Hotel Murah di Vietnam",420
58,https://travel.kompas.com/read/2025/11/08/111107327/cerita-turis-indonesia-kena-penipuan-hotel-di-vietnam-ternyata-ruko-kosong,"Cerita Turis Indonesia Kena Penipuan Hotel di Vietnam, Ternyata Ruko Kosong",434
59,https://travel.kompas.com/read/2025/11/05/143500627/wyndham-casablanca-jakarta-luncurkan-casablanca-suite-penthouse-yang,"Wyndham Casablanca Jakarta Luncurkan Casablanca Suite, Penthouse yang Dirancang untuk Relaksasi dan Produktivitas",409
60,https://travel.kompas.com/read/2025/11/04/220000427/staycation-di-manado-coba-hotel-di-pesisir-pantai-ini,"Staycation di Manado, Coba Hotel di Pesisir Pantai Ini",418
61,https://travel.kompas.com/read/2025/11/04/170000427/staycation-view-laut-gunung-dan-kota-manado-harga-mulai-rp-500000,"Staycation View Laut, Gunung dan Kota Manado, Harga Mulai Rp 500.000",523
62,https://travel.kompas.com/read/2025/11/04/120100627/4-rekomendasi-tempat-menginap-di-bunaken-dan-manado-cocok-untuk-libur-akhir,"4 Rekomendasi Tempat Menginap di Bunaken dan Manado, Cocok untuk Libur Akhir Tahun",596
63,https://travel.kompas.com/read/2025/10/28/070700527/7-hotel-dekat-gbk-dengan-harga-mulai-rp-200.000-an-jaraknya-tak-sampai-5-km-,"7 Hotel Dekat GBK dengan Harga Mulai Rp 200.000-an, Jaraknya Tak Sampai 5 Km!",417
64,https://travel.kompas.com/read/2025/10/27/190700827/kamar-hotel-di-jepang-ini-terbuat-dari-es-mau-menginap-di-sana-,"Kamar Hotel di Jepang Ini Terbuat dari Es, Mau Menginap di Sana?",457
65,https://travel.kompas.com/read/2025/10/25/134404227/pilihan-hotel-dekat-simpang-lima-semarang-ada-bintang-3-5,"Pilihan Hotel Dekat Simpang Lima Semarang, Ada Bintang 3-5",414
66,https://travel.kompas.com/read/2025/10/25/060000127/5-hotel-di-sekitar-bandara-juanda-surabaya-mulai-rp-275.000-per-malam,"5 Hotel di Sekitar Bandara Juanda Surabaya, Mulai Rp 275.000 Per Malam",385
67,https://travel.kompas.com/read/2025/10/15/143543427/batam-bakal-punya-hotel-bintang-lima-dari-grup-swiss-belhotel,Batam Bakal Punya Hotel Bintang Lima dari Grup Swiss-Belhotel,392
68,https://travel.kompas.com/read/2025/10/13/201813027/oktober-seru-di-pik-sunset-cantik-event-k-pop-hingga-pesta-kuliner-spesial,"Oktober Seru di PIK, Sunset Cantik, Event K-Pop, hingga Pesta Kuliner Spesial",373
69,https://travel.kompas.com/read/2025/10/13/193100627/pajak-hotel-di-jepang-naik-10-kali-lipat-berlaku-di-kota-ini,"Pajak Hotel di Jepang Naik 10 Kali Lipat, Berlaku di Kota Ini",384
70,https://travel.kompas.com/read/2025/10/12/210726827/resort-terbaik-di-dunia-ada-di-ubud-bali,Resort Terbaik di Dunia ada di Ubud Bali,160
71,https://travel.kompas.com/read/2025/10/11/200800727/nekat-panjat-tebing-ngarai-sianok-lalu-kelelahan-turis-jerman-dievakuasi,"Nekat Panjat Tebing Ngarai Sianok Lalu Kelelahan, Turis Jerman Dievakuasi",276
72,https://travel.kompas.com/read/2025/10/11/142159827/jadi-lokasi-pernikahan-amanda-manopo-intip-harga-kamar-hotel-the-langham-per,"Jadi Lokasi Pernikahan Amanda Manopo, Intip Harga Kamar Hotel The Langham per Malam",312
73,https://travel.kompas.com/read/2025/10/08/092351527/indahnya-pemandangan-gunung-batur-langsung-terlihat-dari-kamar-hotel,"Indahnya Pemandangan Gunung Batur, Langsung Terlihat dari Kamar Hotel",430
74,https://travel.kompas.com/read/2025/11/15/194822927/pendakian-arjuno-welirang-tutup-sementara-mulai-16-november-2025,Pendakian Arjuno Welirang Tutup Sementara Mulai 16 November 2025,278
75,https://travel.kompas.com/read/2025/11/17/050500227/intip-isi-mini-museum-krl-jalita-wisata-edukasi-sambil-bernostalgia?page=2,"Intip Isi Mini Museum KRL Jalita, Wisata Edukasi Sambil Bernostalgia",269
76,https://travel.kompas.com/read/2025/11/17/050500227/intip-isi-mini-museum-krl-jalita-wisata-edukasi-sambil-bernostalgia?page=1,"Intip Isi Mini Museum KRL Jalita, Wisata Edukasi Sambil Bernostalgia",451
77,https://travel.kompas.com/read/2025/11/17/050500227/intip-isi-mini-museum-krl-jalita-wisata-edukasi-sambil-bernostalgia?page=all#page2,"Intip Isi Mini Museum KRL Jalita, Wisata Edukasi Sambil Bernostalgia",735
78,http://travel.kompas.com/read/2025/11/13/200800827/mau-urus-visa-arab-saudi-di-visit-saudi-travel-fair-2025-begini-caranya,Mau Urus Visa Arab Saudi di Visit Saudi Travel Fair 2025? Begini Caranya,248
79,http://travel.kompas.com/read/2025/11/13/190700527/ada-diskon-paket-umrah-hingga-rp-5-juta-mau-,"Ada Diskon Paket Umrah Hingga Rp 5 Juta, Mau?",529
80,http://travel.kompas.com/read/2025/11/13/170500727/kai-daop-6-yogyakarta-cek-ketat-semua-kereta-jelang-libur-akhir-tahun,KAI Daop 6 Yogyakarta Cek Ketat Semua Kereta Jelang Libur Akhir Tahun,389
81,http://travel.kompas.com/read/2025/11/13/204441427/transit-di-kuala-lumpur-turis-bisa-terbang-gratis-ke-wisata-unggulan-malaysia,"Transit di Kuala Lumpur, Turis Bisa Terbang Gratis ke Wisata Unggulan Malaysia",506
82,https://travel.kompas.com/read/2025/11/13/212738227/santika-indonesia-raih-produk-hotel-terbaik-pada-anugerah-produk-indonesia,Santika Indonesia Raih Produk Hotel Terbaik pada Anugerah Produk Indonesia 2025,353
83,http://travel.kompas.com/read/2025/10/27/190700827/kamar-hotel-di-jepang-ini-terbuat-dari-es-mau-menginap-di-sana-,"Kamar Hotel di Jepang Ini Terbuat dari Es, Mau Menginap di Sana?",457
84,http://travel.kompas.com/read/2025/10/28/070700527/7-hotel-dekat-gbk-dengan-harga-mulai-rp-200.000-an-jaraknya-tak-sampai-5-km-,"7 Hotel Dekat GBK dengan Harga Mulai Rp 200.000-an, Jaraknya Tak Sampai 5 Km!",417
85,http://travel.kompas.com/read/2025/11/02/070000027/rekomendasi-hotel-dekat-bandara-yia-yogyakarta-jaraknya-tak-sampai-5km-,"Rekomendasi Hotel Dekat Bandara YIA Yogyakarta, Jaraknya Tak sampai 5Km!",358
86,http://travel.kompas.com/read/2025/11/04/220000427/staycation-di-manado-coba-hotel-di-pesisir-pantai-ini,"Staycation di Manado, Coba Hotel di Pesisir Pantai Ini",418
87,http://travel.kompas.com/read/2025/11/08/111107327/cerita-turis-indonesia-kena-penipuan-hotel-di-vietnam-ternyata-ruko-kosong,"Cerita Turis Indonesia Kena Penipuan Hotel di Vietnam, Ternyata Ruko Kosong",434
88,http://travel.kompas.com/read/2025/11/09/190100427/setelah-100-tahun-taman-di-kota-terlarang-china-akhirnya-dibuka-untuk-umum,"Setelah 100 Tahun, Taman di Kota Terlarang China Akhirnya Dibuka untuk Umum, Apa Istimewanya?",394
89,http://travel.kompas.com/read/2025/11/15/200643827/benteng-pendem-ambarawa-grand-opening-17-november-2025-tiket-masih-gratis,"Benteng Pendem Ambarawa Grand Opening 17 November 2025, Tiket Masih Gratis",336
90,http://travel.kompas.com/read/2025/11/15/212732027/gratis-wisata-ke-benteng-pendem-ambarawa-sampai-17-november-2025,Gratis Wisata ke Benteng Pendem Ambarawa sampai 17 November 2025,292
91,http://travel.kompas.com/read/2025/11/16/055014027/jangan-kecele-benteng-pendem-ambarawa-tutup-lebih-awal-pada-16-november-2025,"Jangan Kecele, Benteng Pendem Ambarawa Tutup Lebih Awal pada 16 November 2025",319
92,https://travel.kompas.com/read/2025/10/14/194156427/cara-sewa-baju-adat-jawa-di-yogyakarta-ini-lokasi-dan-harganya,"Cara Sewa Baju Adat Jawa di Yogyakarta, Ini Lokasi dan Harganya!",377
93,https://travel.kompas.com/read/2025/11/14/170500927/pemandian-air-panas-di-magelang-ini-buka-24-jam-bisa-mandi-dini-hari,"Pemandian Air Panas di Magelang Ini Buka 24 Jam, Bisa Mandi Dini Hari",280
94,https://travel.kompas.com/read/2025/11/14/080000827/harga-tiket-masuk-cibugary-farm-2025-bisa-perah-susu-sapi-di-jakarta,"Harga Tiket Masuk Cibugary Farm 2025, Bisa Perah Susu Sapi di Jakarta",419
95,https://travel.kompas.com/read/2025/11/13/160400127/unik-ada-wisata-perah-susu-sapi-di-tengah-kota-jakarta,"Unik, Ada Wisata Perah Susu Sapi di Tengah Kota Jakarta",582
96,https://travel.kompas.com/read/2025/11/11/194109327/promo-damri-1111-ini-cara-dapat-diskon-tiket-20-persen,"Promo Damri 11.11, Ini Cara Dapat Diskon Tiket 20 Persen!",433
97,https://travel.kompas.com/read/2025/11/10/090123527/ini-wisata-edukasi-peternakan-susu-modern-terbesar-di-sumatera-barat,Ini Wisata Edukasi Peternakan Susu Modern Terbesar di Sumatera Barat,313
98,https://travel.kompas.com/read/2025/11/10/080649327/panduan-wisata-ke-sirukam-dairy-farm-harga-tiket-hingga-aktivitas,Panduan Wisata ke Sirukam Dairy Farm: Harga Tiket hingga Aktivitas,402
99,https://travel.kompas.com/read/2025/04/19/111100627/pertama-kali-ke-menara-kembar-kuala-lumpur-ini-trik-jam-kunjung-terbaik,Pertama Kali ke Menara Kembar Kuala Lumpur? Ini Trik Jam Kunjung Terbaik,372
100,https://travel.kompas.com/read/2025/11/09/200239427/jelajah-kota-pakai-trans-jogja-ini-7-tempat-wisata-jogja-yang-bisa-dikunjungi,"Jelajah Kota Pakai Trans Jogja, Ini 7 Tempat Wisata Jogja yang Bisa Dikunjungi!",410
101,https://travel.kompas.com/read/2025/11/09/190000927/8-museum-di-jakarta-pusat-yang-cocok-dikunjungi-saat-hari-pahlawan,8 Museum di Jakarta Pusat yang Cocok Dikunjungi saat Hari Pahlawan,349
102,https://travel.kompas.com/read/2025/11/08/090500127/momen-tak-terlupakan-di-danau-toba-dari-perahu-solu-hingga-pemandian-air,"Momen Tak Terlupakan di Danau Toba, dari Perahu Solu hingga Pemandian Air Panas Sipoholon",422
103,https://travel.kompas.com/read/2025/11/07/172127327/wisata-di-dekat-stasiun-tanah-abang-baru-bisa-melipir-ke-mana,"Wisata di Dekat Stasiun Tanah Abang Baru, Bisa Melipir ke Mana?",388
104,https://travel.kompas.com/read/2025/11/07/152901027/wisata-ambarawa-wajib-ke-museum-kereta-api-kenapa,"Wisata Ambarawa Wajib ke Museum Kereta Api, Kenapa?",407
105,https://travel.kompas.com/read/2025/11/07/123013627/dari-ekowisata-hingga-spa-rempah-lokal-perjalanan-menyenangkan-di-likupang,Dari Ekowisata hingga Spa Rempah Lokal: Perjalanan Menyenangkan di Likupang,429
106,https://travel.kompas.com/read/2025/11/07/120100827/gunung-giyanti-spot-pendakian-cuma-30-menit-dari-kota-magelang,"Gunung Giyanti, Spot Pendakian Cuma 30 Menit dari Kota Magelang",405
107,https://travel.kompas.com/read/2025/11/07/080800727/berapa-biaya-parkir-sepeda-motor-di-stasiun-tanah-abang-baru-,Berapa Biaya Parkir Sepeda Motor di Stasiun Tanah Abang Baru?,297
108,https://travel.kompas.com/read/2025/11/06/220000527/akhir-pekan-di-jakarta-ikut-workshop-matcha-di-langkah-membumi,"Akhir Pekan di Jakarta, Ikut Workshop Matcha di Langkah Membumi",474
109,https://travel.kompas.com/read/2025/11/06/142931827/jadwal-libur-natal-2025-dan-tahun-baru-2026-total-berapa-hari,"Jadwal Libur Natal 2025 dan Tahun Baru 2026, Total Berapa Hari?",362
110,https://travel.kompas.com/read/2025/11/06/080800527/natal-2025-hari-apa-termasuk-libur-panjang-,Natal 2025 Hari Apa? Termasuk Libur Panjang?,348
111,https://travel.kompas.com/read/2025/11/05/153300327/tips-pakaian-musim-gugur-di-jepang-biar-tetap-nyaman-dan-stylish,"Tips Pakaian Musim Gugur di Jepang, Biar Tetap Nyaman dan Stylish",265
112,https://travel.kompas.com/read/2025/11/04/210000627/wisata-alam-ala-pedesaan-di-tengah-kota-jakarta-mampir-edufarm-cipayung,"Wisata Alam ala Pedesaan di Tengah Kota Jakarta, Mampir Edufarm Cipayung",455
113,https://travel.kompas.com/read/2025/11/04/080800527/surga-bahari-hingga-nature-therapy-di-tanjung-kelayang,"Surga Bahari hingga ""Nature Therapy"" di Tanjung Kelayang",1139
114,https://travel.kompas.com/read/2025/11/03/210000527/museum-bustanil-arifin-wisata-sejarah-minang-di-padang-panjang,"Museum Bustanil Arifin, Wisata Sejarah Minang di Padang Panjang",346
115,https://travel.kompas.com/read/2025/11/01/185647827/ketentuan-barang-bawaan-naik-kapal-pelni-maksimal-berapa-kg,"Ketentuan Barang Bawaan Naik Kapal Pelni, Maksimal Berapa Kg?",278
116,https://travel.kompas.com/read/2025/10/31/160400927/jembatan-rp-800-miliar-di-yogyakarta-bertabur-lampu-aneka-warna-saat-malam,"Jembatan Rp 800 Miliar di Yogyakarta, Bertabur Lampu Aneka Warna Saat Malam",320
117,https://travel.kompas.com/read/2025/11/15/164354827/unik-ada-turnamen-basket-indoor-di-bandara-yia-untuk-sport-tourism,"Unik, Ada Turnamen Basket Indoor di Bandara YIA untuk Sport Tourism",554
118,https://travel.kompas.com/read/2025/10/31/170500127/jembatan-pandansimo-hubungkan-yia-dengan-wisata-pantai-di-bantul-via-jjls,Jembatan Pandansimo Hubungkan YIA dengan Wisata Pantai di Bantul via JJLS,235
119,https://travel.kompas.com/read/2025/09/08/205500827/cara-ke-bandara-yia-yogyakarta-naik-kereta-cek-tiket-dan-jadwal-di-mana-,"Cara ke Bandara YIA Yogyakarta Naik Kereta, Cek Tiket dan Jadwal di Mana?",320
120,https://travel.kompas.com/read/2024/09/15/090900527/super-air-jet-buka-rute-baru-bandara-yia-padang-jambi-dan-pangkal-pinang,"Super Air Jet Buka Rute Baru Bandara YIA-Padang, Jambi, dan Pangkal Pinang",377
121,http://travel.kompas.com/read/2025/11/09/164532327/10-negara-paling-ramai-dikunjungi-turis-nomor-satu-bukan-jepang,"10 Negara Paling Ramai Dikunjungi Turis, Nomor Satu Bukan Jepang!",440
122,http://travel.kompas.com/read/2025/11/13/132300727/wisata-di-solok-turis-bisa-belajar-buat-minyak-atsiri-,"Wisata di Solok, Turis Bisa Belajar Buat Minyak Atsiri",457
123,http://travel.kompas.com/read/2025/11/13/100000727/gaet-turis-indonesia-arab-saudi-kenalkan-destinasi-unggulan-lewat-pameran,"Gaet Turis Indonesia, Arab Saudi Kenalkan Destinasi Unggulan Lewat Pameran",418
124,http://travel.kompas.com/read/2025/11/13/090000827/10-rute-ka-komersial-favorit-ka-joglosemarkerto-paling-diminati-turis,"10 Rute KA Komersial Favorit, KA Joglosemarkerto Paling Diminati Turis",323
125,https://travel.kompas.com/read/2025/10/02/145207027/permudah-turis-asing-datang-aplikasi-all-indonesia-resmi-diluncurkan,"Permudah Turis Asing Datang, Aplikasi All Indonesia Resmi Diluncurkan",476
126,https://travel.kompas.com/read/2025/11/15/103309227/ada-promo-liburan-ke-korea-mulai-rp-11-jutaan-mau,"Ada Promo Liburan ke Korea Mulai Rp 11 Jutaan, Mau?",513
