doc_id,url,title,image_url,doc_len
21,https://travel.kompas.com/read/2025/10/19/200800827/serunya-wisata-air-bendungan-selorejo-di-malang-ada-stand-up-paddle-dan-kano,"Serunya Wisata Air Bendungan Selorejo di Malang, Ada Stand Up Paddle dan Kano","https://asset.kompas.com/crops/QBRr_183ItgRHl4vwcTbLfD1IJE=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/19/68f449da57b28.jpg",349
22,https://travel.kompas.com/read/2025/10/23/090900527/sumber-air-panas-belerang-ternyata-ada-di-jatiyoso-karanganyar,"Sumber Air Panas Belerang Ternyata Ada di Jatiyoso, Karanganyar","https://asset.kompas.com/crops/WYm_opZnTRC93Y1JuGsiLXniPlE=/0x0:1800x1200/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/22/68f8b07687304.jpg",352
23,https://travel.kompas.com/read/2025/11/02/070000027/rekomendasi-hotel-dekat-bandara-yia-yogyakarta-jaraknya-tak-sampai-5km-,"Rekomendasi Hotel Dekat Bandara YIA Yogyakarta, Jaraknya Tak sampai 5Km!","https://asset.kompas.com/crops/PpctfmiCtMO2Yeb_udgcWGDOv_M=/0x0:1280x853/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/01/6906278150490.jpg",266
24,https://travel.kompas.com/read/2025/10/21/104037727/novotel-pontianak-convention-centre-hadir-di-kalbar-ada-194-kamar,"Novotel Pontianak Convention Centre Hadir di Kalbar, Ada 194 Kamar","https://asset.kompas.com/crops/gm3D6EdYMDKRZ-r7vRwWpE5yCqg=/0x0:3521x2347/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/21/68f6ffa52a3f6.jpg",310
25,https://travel.kompas.com/read/2025/10/16/152903327/nginep-di-pik-2-mahal-hotel-baru-ini-tawarkan-tarif-mulai-rp-599000,Nginep di PIK 2 Mahal? Hotel Baru Ini Tawarkan Tarif Mulai Rp 599.000,"https://asset.kompas.com/crops/TuBBvMiASyH1Gwfxj_yNK3RWCWk=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/16/68f0988dad99b.jpg",434
26,https://travel.kompas.com/read/2025/11/03/200000727/gratis-piknik-malam-lihat-supermoon-di-planetarium-jakarta-ini-caranya,"Gratis Piknik Malam Lihat Supermoon di Planetarium Jakarta, Ini Caranya","https://asset.kompas.com/crops/rHEKwaJCqEFZ3rJA6scSdr8lVvI=/0x0:1196x797/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/07/68e50c216ab1f.jpg",307
27,https://travel.kompas.com/read/2025/10/23/190700127/tips-ampuh-dapat-cerah-di-kalitalang-gunung-merapi-bisa-dari-layar-hp,"Tips Ampuh Dapat Cerah di Kalitalang Gunung Merapi, Bisa dari Layar HP","https://asset.kompas.com/crops/IFgbVDQgYXluJTdZa2SmiUIvDxY=/0x8:1187x800/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/04/07/67f377d298382.jpg",185
28,https://travel.kompas.com/read/2025/10/16/182555927/hutan-kota-srengseng-tempat-healing-murah-meriah-di-jakarta-barat,"Hutan Kota Srengseng, Tempat Healing Murah Meriah di Jakarta Barat","https://asset.kompas.com/crops/SGVfBzWL-dWKymN6AnsuX7Jp9N4=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/16/68f0d2bf878df.jpg",350
29,https://travel.kompas.com/read/2025/11/17/070700927/taman-bendera-pusaka-di-jakarta-dibuka-2026-gabungan-3-taman-di-kawasan-blok,"Taman Bendera Pusaka di Jakarta Dibuka 2026, Gabungan 3 Taman di Kawasan Blok M","https://asset.kompas.com/crops/gvcBg93UHHSricONb3BJ9X3qrcY=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2023/02/14/63eb2efacf9f7.jpg",241
30,https://travel.kompas.com/read/2025/11/17/050500227/intip-isi-mini-museum-krl-jalita-wisata-edukasi-sambil-bernostalgia,"Intip Isi Mini Museum KRL Jalita, Wisata Edukasi Sambil Bernostalgia","https://asset.kompas.com/crops/KLydA-ZRbLQTFrKMpO-tEPdGP-g=/262x299:3810x2664/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/15/69188fd14a372.jpg",348
31,https://travel.kompas.com/read/2025/11/16/200800427/fairview-hotel-by-artotel-buka-di-jakarta-selatan-sejengkal-dari-pondok-indah,"Fairview Hotel by Artotel Buka di Jakarta Selatan, Sejengkal dari Pondok Indah Mall","https://asset.kompas.com/crops/iePyVEhKwJ7ZmMJeMQfDMnSOOII=/0x319:4032x3007/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/16/6919a40a89168.jpg",566
32,https://travel.kompas.com/read/2025/11/16/190700827/pramono-siapkan-wajah-baru-jalan-rasuna-said-usai-bongkar-tiang-monorel-tahun,Pramono Siapkan Wajah Baru Jalan Rasuna Said Usai Bongkar Tiang Monorel Tahun Depan,"https://asset.kompas.com/crops/zhWOd6X5lEOAwQYEN3YX66dTnxY=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/10/20/68f5c1ddb89cd.jpg",275
33,https://travel.kompas.com/read/2025/11/16/180722227/pramono-kebut-fasilitas-publik-turis-bisa-makin-mudah-kelilingjakarta,"Pramono Kebut Fasilitas Publik, Turis Bisa Makin Mudah Keliling Jakarta","https://asset.kompas.com/crops/5CfVrJOPnVHq8gZ5Sjnucsl7Kiw=/0x0:1350x900/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2023/02/14/63eb2ef4ac2b6.jpg",390
34,https://travel.kompas.com/read/2025/11/16/150300627/karimunjawa-strikefest-2025-meriahnya-festival-memancing-kelas-internasional,"Karimunjawa StrikeFest 2025, Meriahnya Festival Memancing kelas Internasional","https://asset.kompas.com/crops/2tDPTlhduU3hVuIUMWHSU5zGuho=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/16/691945ea548f7.jpg",207
35,https://travel.kompas.com/read/2025/11/16/120100227/gratis-ini-cara-berkunjung-ke-mini-museum-krl-di-stasiun-jakarta-kota,"Gratis, Ini Cara Berkunjung ke Mini Museum KRL di Stasiun Jakarta Kota","https://asset.kompas.com/crops/Kf6OwtYX8WgjjMxLjE1vKoEAIws=/0x324:4032x3012/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/15/69188fd26187c.jpg",335
36,https://travel.kompas.com/read/2025/11/16/111100827/sayonara-krl-jalita-8500-krl-impor-pertama-dari-jepang-resmi-pensiun,"Sayonara KRL Jalita 8500, KRL Impor Pertama dari Jepang Resmi Pensiun","https://asset.kompas.com/crops/h-t0xoTEv0larOcMZXfGPt3bpiQ=/0x128:4032x2816/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/15/69188fd35a8c0.jpg",358
37,https://travel.kompas.com/read/2025/11/16/055014027/jangan-kecele-benteng-pendem-ambarawa-tutup-lebih-awal-pada-16-november-2025,"Jangan Kecele, Benteng Pendem Ambarawa Tutup Lebih Awal pada 16 November 2025","https://asset.kompas.com/crops/RnMRO7-nF8Vv804kI9h59zJWYLk=/0x213:2560x1920/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/16/69190182783d1.jpg",221
38,https://travel.kompas.com/read/2025/11/15/181518327/rute-ke-benteng-pendem-ambarawa-jangan-pakai-google-maps,"Rute ke Benteng Pendem Ambarawa, Jangan Pakai Google Maps","https://asset.kompas.com/crops/hs8XfOKAQ1TCdjOXS-g5otXqOKY=/0x131:2560x1837/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/15/69185d901f779.jpg",237
39,https://travel.kompas.com/read/2025/11/15/212732027/gratis-wisata-ke-benteng-pendem-ambarawa-sampai-17-november-2025,Gratis Wisata ke Benteng Pendem Ambarawa sampai 17 November 2025,"https://asset.kompas.com/crops/65lFftwkt24pt8jH9U1DBoKx1ek=/0x213:2560x1920/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/15/691851728ad33.jpg",206
40,https://travel.kompas.com/read/2025/11/15/095704927/wisata-keraton-solo-tutup-sementara-momen-pergantian-raja,"Wisata Keraton Solo Tutup Sementara, Momen Pergantian Raja","https://asset.kompas.com/crops/gQWRQ5uYqzEyqxjKKQOIhH8RoeY=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/13/6915b587365a0.jpg",128
41,http://travel.kompas.com/read/2025/11/15/142706127/tempat-bermain-dart-terbaru-di-jakarta-harganya-mulai-rp-75000,"Tempat Bermain Dart Terbaru di Jakarta, Harganya Mulai Rp 75.000","https://asset.kompas.com/crops/lySk0C-noQKAXkjvecFQoebRh4U=/0x336:4032x3024/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/15/691823af4b168.jpeg",398
42,http://travel.kompas.com/read/2025/11/16/090900127/jadi-pertama-kali-mini-museum-krl-hadir-di-stasiun-jakarta-kota,"Jadi Pertama Kali, Mini Museum KRL Hadir di Stasiun Jakarta Kota","https://asset.kompas.com/crops/JYQ9l48NaZ93qofjB7qb8quJGvs=/0x167:4032x2855/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/15/69188fd22cc64.jpg",427
43,http://travel.kompas.com/read/2025/11/14/080000827/harga-tiket-masuk-cibugary-farm-2025-bisa-perah-susu-sapi-di-jakarta,"Harga Tiket Masuk Cibugary Farm 2025, Bisa Perah Susu Sapi di Jakarta","https://asset.kompas.com/crops/q9sRfVnRtH9DP2PUPLd_uK3-qbc=/0x0:4032x2688/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/13/691546329e124.jpg",328
44,http://travel.kompas.com/read/2025/11/13/160400127/unik-ada-wisata-perah-susu-sapi-di-tengah-kota-jakarta,"Unik, Ada Wisata Perah Susu Sapi di Tengah Kota Jakarta","https://asset.kompas.com/crops/bxFhV7_MoL0sblSv8thWH18Q3lc=/0x328:4032x3016/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/13/69154605c9b07.jpg",492
45,http://travel.kompas.com/read/2025/11/12/145009827/jadwal-super-air-jet-jakarta-kediri-pp-gratis-masuk-wisata-trenggalek,"Jadwal Super Air Jet Jakarta-Kediri PP, Gratis Masuk Wisata Trenggalek","https://asset.kompas.com/crops/x0X12Emsi89Ic6k7ghTU1DVSJ3I=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/10/6911b454922df.jpg",428
46,https://travel.kompas.com/read/2025/11/16/140321827/126-turis-dari-selandia-baru-mendarat-di-yia-naik-pesawat-besar-airbus-a330,"126 Turis Selandia Baru Mendarat di Yogyakarta, Ada Agenda Apa?","https://asset.kompas.com/crops/LBQMoHygDsO105rle4ssNWDR1p8=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/16/6919406b2b681.jpg",429
47,https://travel.kompas.com/read/2025/11/09/190100427/setelah-100-tahun-taman-di-kota-terlarang-china-akhirnya-dibuka-untuk-umum,"Setelah 100 Tahun, Taman di Kota Terlarang China Akhirnya Dibuka untuk Umum, Apa Istimewanya?","https://asset.kompas.com/crops/px0fB4mJyJq89ds3zdrQRgzw2wA=/0x0:1280x853/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/09/6910825ba6372.jpg",298
48,https://travel.kompas.com/read/2025/11/16/090900127/jadi-pertama-kali-mini-museum-krl-hadir-di-stasiun-jakarta-kota,"Jadi Pertama Kali, Mini Museum KRL Hadir di Stasiun Jakarta Kota","https://asset.kompas.com/crops/JYQ9l48NaZ93qofjB7qb8quJGvs=/0x167:4032x2855/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/15/69188fd22cc64.jpg",427
49,https://travel.kompas.com/read/2025/11/09/164532327/10-negara-paling-ramai-dikunjungi-turis-nomor-satu-bukan-jepang,"10 Negara Paling Ramai Dikunjungi Turis, Nomor Satu Bukan Jepang!","https://asset.kompas.com/crops/49wW7LM6diwjxk3EkktV4gEUj_o=/0x0:1275x850/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/09/6910625a09e27.jpg",336
50,http://travel.kompas.com/read/2025/11/16/180722227/pramono-kebut-fasilitas-publik-turis-bisa-makin-mudah-kelilingjakarta,"Pramono Kebut Fasilitas Publik, Turis Bisa Makin Mudah Keliling Jakarta","https://asset.kompas.com/crops/5CfVrJOPnVHq8gZ5Sjnucsl7Kiw=/0x0:1350x900/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2023/02/14/63eb2ef4ac2b6.jpg",390
51,http://travel.kompas.com/read/2025/11/16/120100227/gratis-ini-cara-berkunjung-ke-mini-museum-krl-di-stasiun-jakarta-kota,"Gratis, Ini Cara Berkunjung ke Mini Museum KRL di Stasiun Jakarta Kota","https://asset.kompas.com/crops/Kf6OwtYX8WgjjMxLjE1vKoEAIws=/0x324:4032x3012/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/15/69188fd26187c.jpg",335
52,http://travel.kompas.com/read/2025/11/14/153030627/awas-macet-saat-kunjungan-raja-yordania-ada-penutupan-8-jalan-utama-jakarta,"Awas Macet Saat Kunjungan Raja Yordania, Ada Penutupan 8 Jalan Utama Jakarta","https://asset.kompas.com/crops/dPsVdnA-JETnsAD_tyiEYv4Gkg0=/0x0:0x0/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/04/16/67ffaace2403c.jpg",226
53,https://travel.kompas.com/read/2025/10/09/155923027/kenapa-tidak-ada-jam-dinding-di-kamar-hotel-ini-penjelasannya,Kenapa Tidak Ada Jam Dinding di Kamar Hotel? Ini Penjelasannya!,"https://asset.kompas.com/crops/X2z7k-OpgYzpP3uOwi1GQqm6g7M=/0x0:1280x853/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/09/04/68b9bab4021dc.jpg",260
54,https://travel.kompas.com/read/2025/11/14/190000327/hotel-bintang-empat-four-point-by-sheraton-buka-di-pontianak,Hotel Bintang Empat Four Point by Sheraton Buka di Pontianak,"https://asset.kompas.com/crops/fV761df0T4xpVi7nv520VwjrAZc=/0x0:8192x5461/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/14/691710b18d88f.jpg",409
55,https://travel.kompas.com/read/2025/11/14/070000527/ada-view-pantai-ini-pilihan-hotel-dekat-bandara-minangkabau,"Ada View Pantai, Ini Pilihan Hotel Dekat Bandara Minangkabau","https://asset.kompas.com/crops/OnVMCRQZXOHcP_3aMPl-Btfsw84=/0x315:4032x3003/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/13/6915453198737.jpg",311
56,https://travel.kompas.com/read/2025/11/13/150300627/jogja-game-festival-2025-saat-esport-hingga-catur-jadi-magnet-wisata,"Jogja Game Festival 2025, Saat Esport hingga Catur Jadi Magnet Wisata","https://asset.kompas.com/crops/eMayAcoZpGdlrHWJr4ZULq-ORxM=/0x0:1000x667/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/11/6913378d10860.jpg",413
57,https://travel.kompas.com/read/2025/11/08/173219727/10-hotel-dekat-simpang-lima-semarang-bisa-ditempuh-jalan-kaki,"10 Hotel Dekat Simpang Lima Semarang, Bisa Ditempuh Jalan Kaki!","https://asset.kompas.com/crops/ooABSwkH0P4lAXHQTjliqkUREFY=/0x107:1280x960/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/08/690f1c0634390.jpg",486
58,https://travel.kompas.com/read/2025/11/08/124426327/biar-tak-kena-tipu-begini-tips-aman-cari-hotel-murah-di-vietnam,"Biar Tak Kena Tipu, Begini Tips Aman Cari Hotel Murah di Vietnam","https://asset.kompas.com/crops/zZT_Lo8h_PdD0cwwf-qLL5G788g=/0x100:1280x954/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/08/690ed8956ce85.jpg",329
59,https://travel.kompas.com/read/2025/11/08/111107327/cerita-turis-indonesia-kena-penipuan-hotel-di-vietnam-ternyata-ruko-kosong,"Cerita Turis Indonesia Kena Penipuan Hotel di Vietnam, Ternyata Ruko Kosong","https://asset.kompas.com/crops/xX0OPoU2jFG3rUImcW4CxcvijFI=/0x0:1280x853/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/08/690ec21bb9a41.jpg",297
60,https://travel.kompas.com/read/2025/11/05/143500627/wyndham-casablanca-jakarta-luncurkan-casablanca-suite-penthouse-yang,"Wyndham Casablanca Jakarta Luncurkan Casablanca Suite, Penthouse yang Dirancang untuk Relaksasi dan Produktivitas","https://asset.kompas.com/crops/uYEY1XzAQT_qIRdoEp3e7qixqvE=/0x0:9468x6312/780x390/filters:watermark(data/photo/2020/03/10/5e6775cf5d848.png,0,-0,1)/data/photo/2025/11/05/690afc6c9a4f5.jpg",350
